timestamp,stage,group,topic,partition,current_offset,log_end_offset,lag
2026-08-05T03:53:13,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:53:13,dlq_check,notification-group,delivery-risk-events,0,11032,11406,374
2026-08-05T03:53:30,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:53:30,dlq_check,notification-group,delivery-risk-events,0,11037,11406,369
2026-08-05T03:53:46,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:53:46,dlq_check,notification-group,delivery-risk-events,0,11044,11406,362
2026-08-05T03:53:59,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:53:59,dlq_check,notification-group,delivery-risk-events,0,11048,11406,358
2026-08-05T03:54:13,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:54:13,dlq_check,notification-group,delivery-risk-events,0,11053,11406,353
2026-08-05T03:54:26,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:54:26,dlq_check,notification-group,delivery-risk-events,0,11058,11406,348
2026-08-05T03:54:38,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:54:38,dlq_check,notification-group,delivery-risk-events,0,11071,11406,335
2026-08-05T03:54:50,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:54:50,dlq_check,notification-group,delivery-risk-events,0,11073,11406,333
2026-08-05T03:55:01,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:55:01,dlq_check,notification-group,delivery-risk-events,0,11078,11406,328
2026-08-05T03:55:13,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:55:13,dlq_check,notification-group,delivery-risk-events,0,11084,11406,322
2026-08-05T03:55:26,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:55:26,dlq_check,notification-group,delivery-risk-events,0,11088,11406,318
2026-08-05T03:55:38,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:55:38,dlq_check,notification-group,delivery-risk-events,0,11093,11406,313
2026-08-05T03:55:49,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:55:49,dlq_check,notification-group,delivery-risk-events,0,11094,11406,312
2026-08-05T03:56:00,dlq_check,weather-group,order-events,0,11443,11443,0
2026-08-05T03:56:00,dlq_check,notification-group,delivery-risk-events,0,11097,11406,309
